run_id,timestamp_utc,git_commit,git_dirty,kernel_ref,kernel_version,description,notebook_runtime_sec,n_features,n_folds,cv_seed,fold_auc_mean,fold_auc_std,final_oof_auc,public_lb_score,private_lb_score,preds_dir,lgb_oof_auc,run_tag,engineered,best_iters,fold_aucs,model_seed,te_cols,xgb_oof_auc,cat_oof_auc,mlp_oof_auc,realmlp_oof_auc,ftt_oof_auc,tabtf_oof_auc,node_oof_auc,lookupt_oof_auc,tabm_oof_auc,mnca_oof_auc,notes
2fb89920,2026-08-04T07:53:15+00:00,d80f8f920f1fe9da755a321a50443b2909c09315,True,local,,E1: PyTorch MLP -- a fourth model family on the B6 target-encoded feature set,354.2,21.0,5.0,42.0,0.965946,0.000546,0.965935,,,experiments/preds/2fb89920,,E1_mlp,,30 37 32 44 53,0.96509 0.965986 0.966344 0.96666 0.965647,42.0,age daily_screen_time_hours social_media_hours gaming_hours work_study_hours sleep_hours notifications_per_day app_opens_per_day weekend_screen_time,,,0.965935,,,,,,,,"HYPOTHESIS: the probe record says families win and knobs do not. Since target encoding, EVERY within-family tuning probe missed the gate -- C1's blend +0.000073, C2 +0.000062, C3 +0.000001, D2 -0.004041, D2b -0.001835 -- and the single win was adding a family (D1 CatBoost, which shipped the champion from 0.96831 to 0.96847). A neural net shares no inductive bias with a gradient-boosted tree at all: it fits smooth global functions instead of axis-aligned partitions, so it should be the most decorrelated leg available. MECHANISM PREDICTION: disagreement vs the tree legs ABOVE D1 CatBoost's 2.063%, which is the current record. Solo OOF is EXPECTED TO BE LOWER than the trees -- trees dominate tabular data and the target encoding was built for them -- so this leg is judged on the blend, not on solo. NOTE this is the first model in the notebook that needs scaling and imputation, both fit on the training fold only, same rule as the target encoder. GATE (shipping): re-derived blend must clear +0.0002 nested-CV held-out over champion 0.967197."
facfe8de,2026-08-04T07:56:26+00:00,d80f8f920f1fe9da755a321a50443b2909c09315,,blend,,"blend f64e2781+7ebde432+7c1e9334+2fb89920 weights [0.25, 0.25, 0.25, 0.25]",,,,,,,0.967451,0.96865,,experiments/preds/facfe8de,,blend,,,,,,,,,,,,,,,,"SHIP: add a FOURTH family. E1 MLP is by far the most decorrelated leg measured -- 2.827-3.165% disagreement vs the tree legs against D1 CatBoost's previous record of 2.063% and a 1.450% seed floor -- and it achieves that while being the WEAKEST leg solo (0.965935, below every tree). Pre-registered prediction was exactly this: above 2.063% disagreement, solo below the trees, judged on the blend not on solo. Same stated rule as D1: add the new family to the existing champion, one leg per family, equal weights, which fit nothing. +0.000254 equal-weight full OOF, positive on all 5 folds (+0.000197..+0.000307); nested-CV held-out +0.000223. NOT the argmax -- B10x+D1cat+E1mlp scored +0.000252 nested by dropping B6, and taking it would be the section-5 selection bias. Predicted LB 0.96879 using the blend offset ~+0.00134, which is itself the unproven n=2 hypothesis, so treat the prediction loosely."
8bd89dee,2026-08-04T17:36:31+00:00,17552da611caa672d3289234eabcd0df89b259df,True,local,,E2: MLP with learned embeddings for the two lookup-table columns,386.0,21.0,5.0,42.0,0.965722,0.000465,0.965702,,,experiments/preds/8bd89dee,,E2_mlp_embed,,19 26 26 23 21,0.964992 0.965792 0.966006 0.966352 0.965468,42.0,age daily_screen_time_hours social_media_hours gaming_hours work_study_hours sleep_hours notifications_per_day app_opens_per_day weekend_screen_time,,,0.965702,,,,,,,,"HYPOTHESIS: the REGULARISED version of D2, which failed. D2/D2b showed a tree SPLIT on a 166/231-level lookup column overfits -- best_iter collapsed 1860->503 and OOF fell 0.0018 to 0.0040. An embedding is the same per-value lookup fitted by gradient descent under weight decay, so the capacity is penalised rather than unconstrained, and the EDA's non-monotone value->rate map (0.119..0.986, Pearson -0.044) is exactly what an embedding table represents and an axis-aligned split cannot. MECHANISM PREDICTION: disagreement vs the tree legs should RISE above E1's 2.827-3.165%, because the embedding gives the net a representation no tree leg has. GATE: shipping requires the re-derived blend to clear +0.0002 nested-CV held-out over champion 0.967451. Solo is NOT the criterion -- E1 shipped as the weakest leg on the board."
fdeaa047,2026-08-04T17:45:55+00:00,17552da611caa672d3289234eabcd0df89b259df,True,local,,"C4: XGBoost with the 30-trial Optuna config, validated on the frozen 5-fold",964.4,21.0,5.0,42.0,0.967178,0.000412,0.967176,,,experiments/preds/fdeaa047,,C4_xgb_optuna,,1854 1949 1950 2035 2335,0.966553 0.96727 0.967433 0.967735 0.966902,42.0,age daily_screen_time_hours social_media_hours gaming_hours work_study_hours sleep_hours notifications_per_day app_opens_per_day weekend_screen_time,0.967176,,,,,,,,,,"HYPOTHESIS: plan section C -- tuning only after the feature set is settled, which it now is (every FE family probe missed; target encoding is the one feature lever that paid). XGBoost chosen because the offline blend screen showed it is load-bearing (every blend containing it beat every blend without it) and it is the least-tuned leg. 30 GPU trials, 250k stratified subsample, 3-fold, roc_auc objective, target encoder re-fit inside every fold of every trial per section 2. SEARCH RESULT ALREADY WEAK: span 0.963503..0.964603 and the best is only +0.000184 over trial 0, and it returned max_depth=6 -- our existing default -- independently reproducing C3's finding that depth is not the lever. HONEST CAVEAT: the search subsample overlaps the frozen OOF rows, so the search score is optimistic; THIS run on the frozen 5-fold is the only number that counts. GATE: +0.0002 solo OOF over B10x 0.966632, and shipping still needs the re-derived blend to clear +0.0002 over champion 0.967451."
a594ffe2,2026-08-04T23:12:10+00:00,63bc0612256af860c59545fe6424d986bbcaee90,True,local,,E3: MLP on RAW features -- no target encoding,376.1,12.0,5.0,42.0,0.940507,0.000765,0.940496,,,experiments/preds/a594ffe2,,E3_mlp_rawfeat,,55 54 41 42 57,0.93944 0.939853 0.940992 0.941551 0.940698,42.0,,,,0.940496,,,,,,,,"HYPOTHESIS: every one of the 11 legs so far uses the identical B6 target-encoded feature set, so feature representation has been held CONSTANT across the entire model portfolio and the section 6 wall test was measured over architecture variation only. Target encoding hands the model a supervised summary of each value; without it the net must learn the value->rate map from the raw column itself, which is a different function class and a different failure mode. MECHANISM PREDICTION: solo OOF will FALL noticeably (TE was worth +0.003 to the trees) but disagreement should rise above E2's 3.352% record, because the leg now differs from the others in INPUT as well as architecture. GATE: shipping requires the re-derived blend to clear +0.0002 over champion 0.967451. This probe exists to test whether the wall I claimed is a property of the data or an artefact of having varied only one thing."
53c678f6,2026-08-05T00:53:53+00:00,ebb841b878fc6708c3eba60c755a0cb6946f47a8,True,local,,"F1: RealMLP (pytabkit) -- a fifth family, not another MLP shape",3869.8,21.0,5.0,42.0,0.966159,0.000496,0.966135,,,experiments/preds/53c678f6,,F1_realmlp,,60 60 60 60 60,0.965365 0.966136 0.966474 0.966844 0.965978,42.0,age daily_screen_time_hours social_media_hours gaming_hours work_study_hours sleep_hours notifications_per_day app_opens_per_day weekend_screen_time,,,,0.966135,,,,,,,"HYPOTHESIS: I claimed the ensemble axis was closing from Spearman -0.645 over 11 legs, but those legs were 3 tree libraries plus ONE MLP shape, all on the SAME target-encoded feature set -- a narrow space to declare a wall over. RealMLP brings periodic-linear (PLR) numeric embeddings, its own scaling pipeline and LR schedule, and is the strongest published tabular-NN baseline. Validation split passed explicitly so it never sees val labels via an internal random split; NaNs imputed with the TRAINING FOLD median with missing indicators retained. MECHANISM PREDICTION: solo competitive with E1 MLP 0.965935, disagreement 2.5-3.5 percent -- NOT the 10 percent E3 produced, which was weakness not diversity. GATE: blend must clear +0.0002 over champion 0.967451."
b2f35b4a,2026-08-05T01:30:54+00:00,c9cefa1cdc54a77f0197123700864c1349cf296b,False,local,,G1: FT-Transformer (rtdl) -- attention over feature tokens,2175.8,21.0,5.0,42.0,0.965806,0.000466,0.965498,,,experiments/preds/b2f35b4a,,G1_ft_transformer,,18 16 25 12 27,0.965045 0.96583 0.966372 0.966184 0.965599,42.0,age daily_screen_time_hours social_media_hours gaming_hours work_study_hours sleep_hours notifications_per_day app_opens_per_day weekend_screen_time,,,,,0.965498,,,,,,"HYPOTHESIS: attention over feature tokens is a third inductive bias, distinct from both partitioning (trees) and a dense mixture (MLP) -- it models feature-to-feature interaction explicitly. This is the architecture axis the wall claim was never tested on: the -0.645 Spearman came from three tree libraries plus one MLP shape. MECHANISM PREDICTION: solo in the 0.964-0.967 band and disagreement 2.5-4 percent. The discriminating test is E3's lesson -- if solo collapses toward 0.94 the disagreement is weakness not diversity, and a high disagreement number alone must NOT be read as promise. GATE: blend must clear +0.0002 over champion 0.967451."
ffb65555,2026-08-05T05:34:47+00:00,3d419d72e54c921328b8f354c22dd7f09f8101a6,,blend,,"blend 7ebde432+fdeaa047+7c1e9334+8bd89dee+53c678f6 weights [0.2, 0.2, 0.2, 0.2, 0.2]",,,,,,,0.967733,0.96892,,experiments/preds/ffb65555,,blend,,,,,,,,,,,,,,,,"SHIP: subset selected by NESTED selection, not by hand. Ceiling scan of all 16,369 equal-weight subsets found a best of +0.000282, which alone is meaningless -- a max over thousands of candidates on the same OOF rows is the section 5 selection bias that gave S6E7 a fake +0.00014. So the SELECTION ITSELF was nested: each outer fold chose a subset using only the other four, then was scored on the fold the chooser never saw. Result: held-out +0.000282, 5/5 folds positive (+0.000195..+0.000374), and ALL FIVE FOLDS CHOSE THE IDENTICAL SUBSET from disjoint selection data -- so the nested and full-OOF numbers coincide and the procedure is deterministic under resampling, which selection bias cannot be. MECHANISM: every change from the champion swaps a weak leg for a strong one -- C4x (Optuna XGB, +0.000544 solo) added, B6 (weakest tree) dropped, E1 replaced by E2emb+F1real (the two stronger neural legs). This CORRECTS my earlier record of C4 as worth nothing: I tested one pairing (swap into the champion) and generalised from it. The lever was real; my test was too narrow."
f1424102,2026-08-05T07:02:04+00:00,e3789a28accee9872bc1e75749caee45a0a00da4,False,local,,G2: TabTransformer -- attention over categorical tokens only,18351.3,21.0,5.0,42.0,0.954201,0.000606,0.954146,,,experiments/preds/f1424102,,G2_tabtransformer,,18 19 18 19 15,0.953026 0.954246 0.954709 0.954494 0.954531,42.0,age daily_screen_time_hours social_media_hours gaming_hours work_study_hours sleep_hours notifications_per_day app_opens_per_day weekend_screen_time,,,,,,0.954146,,,,,"HYPOTHESIS: TabTransformer differs from FT-Transformer in a specific way -- it tokenises and attends over the CATEGORICAL columns only, concatenating the continuous block afterwards, whereas FT-Transformer tokenises every feature. With only 3 low-cardinality categoricals here and 18 continuous columns, that means most of our signal bypasses the attention entirely. MECHANISM PREDICTION: this should behave closer to a plain MLP than FT-Transformer does, so expect disagreement vs E1 BELOW FT-Transformer's, and solo in the 0.964-0.966 band. Run as the completing member of the architecture sweep rather than as a leg with a strong prior. CONFIG NOTE: batch 4096->1024 and d_token 64->32 after a CUDA OOM -- TabTransformer concatenates a much wider MLP head than FT-Transformer at the same token dim, so this is NOT a like-for-like capacity comparison with G1 and must not be read as one. GATE: blend must clear +0.0002 over champion 0.967451."
cd2dbce4,2026-08-05T12:43:46+00:00,e3789a28accee9872bc1e75749caee45a0a00da4,True,gcarno/s6e8-realmlp,,K_realmlp: GPU kernel (Tesla T4) on full data,1664.1,21.0,5.0,42.0,0.966136,0.000519,0.966116,,,experiments/preds/cd2dbce4,,K1_realmlp_gpu,,60 60 60 60 60,0.965375 0.966128 0.966549 0.966829 0.965797,42.0,age daily_screen_time_hours social_media_hours gaming_hours work_study_hours sleep_hours notifications_per_day app_opens_per_day weekend_screen_time,,,,0.966116,,,,,,,"GPU KERNEL RUN requested to test these architectures on Kaggle hardware. First attempt errored on all three: Kaggle's API defaults enable_gpu to a Tesla P100 (compute 6.0) while the image ships torch 2.10.0+cu128, whose builds no longer contain Pascal kernels -- 'no kernel image is available for execution on the device'. Verified NOT caused by our pip install (logs show 'nothing reinstalled'). Fixed with 'kaggle kernels push --accelerator NvidiaTeslaT4', a push-command flag that has no kernel-metadata.json equivalent, so enable_gpu alone silently yields an unusable machine. For tabtf specifically this also restores a like-for-like comparison with ftt: it OOMed on the local 6GB card and had to run at batch 1024 / d_token 32, while the T4's 16GB allows the full batch 4096 / d_token 64."
46859c68,2026-08-05T12:43:57+00:00,e3789a28accee9872bc1e75749caee45a0a00da4,True,gcarno/s6e8-ftt,,K_ftt: GPU kernel (Tesla T4) on full data,1662.4,21.0,5.0,42.0,0.965594,0.000594,0.965436,,,experiments/preds/46859c68,,K2_ftt_gpu,,18 12 24 12 9,0.965027 0.965679 0.966388 0.96605 0.964823,42.0,age daily_screen_time_hours social_media_hours gaming_hours work_study_hours sleep_hours notifications_per_day app_opens_per_day weekend_screen_time,,,,,0.965436,,,,,,"GPU KERNEL RUN requested to test these architectures on Kaggle hardware. First attempt errored on all three: Kaggle's API defaults enable_gpu to a Tesla P100 (compute 6.0) while the image ships torch 2.10.0+cu128, whose builds no longer contain Pascal kernels -- 'no kernel image is available for execution on the device'. Verified NOT caused by our pip install (logs show 'nothing reinstalled'). Fixed with 'kaggle kernels push --accelerator NvidiaTeslaT4', a push-command flag that has no kernel-metadata.json equivalent, so enable_gpu alone silently yields an unusable machine. For tabtf specifically this also restores a like-for-like comparison with ftt: it OOMed on the local 6GB card and had to run at batch 1024 / d_token 32, while the T4's 16GB allows the full batch 4096 / d_token 64."
9527c2d0,2026-08-05T13:38:00+00:00,e3789a28accee9872bc1e75749caee45a0a00da4,True,gcarno/s6e8-tabtf,,K3_tabtf_gpu: TabTransformer at FULL capacity on Kaggle T4,2432.4,21.0,5.0,42.0,0.953468,0.000428,0.953339,,,experiments/preds/9527c2d0,,K3_tabtf_gpu,,29 26 29 29 28,0.952688 0.953381 0.95393 0.953635 0.953707,42.0,age daily_screen_time_hours social_media_hours gaming_hours work_study_hours sleep_hours notifications_per_day app_opens_per_day weekend_screen_time,,,,,,0.953339,,,,,"THE RUN THIS GPU WORK EXISTED FOR. Locally TabTransformer OOMed on a 6GB card and had to run at batch 1024 / d_token 32, so its 0.954146 was NOT a like-for-like comparison with FT-Transformer at batch 4096 / d_token 64 -- recorded at the time as a caveat, not a result. The T4's 16GB runs it at full capacity. PRE-REGISTERED PREDICTION: stays weak, 0.954-0.958, because the architecture attends over CATEGORICAL tokens only and this dataset has 3 low-cardinality categoricals against 18 continuous columns, so most of the signal bypasses the attention by construction and capacity cannot fix that. If it lands near 0.965 the mechanism claim was wrong and the local capacity cut was doing the damage."
976c2703,2026-08-05T18:43:00+00:00,e3789a28accee9872bc1e75749caee45a0a00da4,True,gcarno/s6e8-node,,K4_node_gpu: NODE (differentiable oblivious decision trees) on Kaggle T4,4953.5,21.0,5.0,42.0,0.962251,0.00061,0.962186,,,experiments/preds/976c2703,,K4_node_gpu,,20 20 20 20 20,0.961519 0.96277 0.962728 0.962748 0.961491,42.0,age daily_screen_time_hours social_media_hours gaming_hours work_study_hours sleep_hours notifications_per_day app_opens_per_day weekend_screen_time,,,,,,,0.962186,,,,"HYPOTHESIS: every neural leg so far converged -- MLP, embedding-MLP, RealMLP and FT-Transformer all sit 1.9-2.4% from EACH OTHER but 2.7-3.2% from the trees, i.e. they found the same single alternative to tree partitioning, which is why E1 spent that direction and the rest bought only strength. NODE is the one architecture whose inductive bias is deliberately TREE-SHAPED: ensembles of oblivious decision trees made differentiable via entmax feature selection and soft thresholds. It should therefore sit BETWEEN the two camps. PRE-REGISTERED PREDICTION: solo 0.960-0.966 and disagreement from the trees BELOW 2.7%, closer to them than any neural leg has been. If it instead lands ~2.9% from trees and ~2% from the MLPs it is just another neural leg wearing tree clothes and the convergence finding strengthens. SHIPPING still requires solo above ~0.965 (the threshold E3 at 0.940 and TabTransformer at 0.953 established, both of which HURT the blend) and then a nested-selection re-run. CORRECTION: I twice claimed NODE had no maintained package and would need a from-scratch build. pytorch_tabular 1.2.0 ships one; I asserted the gap instead of checking it."
2b54a858,2026-08-05T19:32:01+00:00,49ef4abde60dccfc9437e55448cdf7bb5394c993,,blend,,"blend f64e2781+6e3dd7c3+9e68c7ce+7ebde432+6a091632+5daf6c12+0c32463c+fdeaa047+7c1e9334+2fb89920+8bd89dee+53c678f6+b2f35b4a weights [0.077, 0.077, 0.077, 0.077, 0.077, 0.077, 0.077, 0.077, 0.077, 0.077, 0.077, 0.077, 0.077]",,,,,,,0.967567,0.96873,,experiments/preds/2b54a858,,blend,,,,,,,,,,,,,,,,"FINAL B CANDIDATE (playbook section 7): the variance-reduced twin of the champion, submitted so it is SELECTABLE at the deadline -- finals may only be chosen from entries actually submitted. Equal weight over all 13 legs with solo OOF >= 0.965, the screening threshold validated by three consecutive legs below it damaging the blend (NODE -0.000353, TabTransformer -0.000517, raw-feature MLP -0.000647, each monotone toward zero weight). It scores -0.000166 BELOW Final A on OOF and on all five folds, and is submitted anyway, exactly as S6E7's Final B was 0.00010 worse and still correct: Final A's subset came from a selection procedure over 16,369 candidates, and while that procedure was stable (5/5 folds identical) it remains a fitted step with variance on an unseen split. Final B removes the selection step entirely -- fixed rule, then average -- and averages 13 models instead of 5 (mean per-row std across legs 0.02772 vs 0.03112). DELIBERATELY EXCLUDED: K1 RealMLP and K2 FT-Transformer, the Kaggle-T4 reruns. They would add two legs and likely a better number, but they are duplicate RECIPES of F1real and G1ftt already in the pool, so including them is seed bagging at the blend level, which is ruled out."
cdbffba5,2026-08-08T02:01:18+00:00,e05bb774cb82816823487fdf9a48c182ed4da861,,stack,,"logit stack over 16 legs, C=0.1",,,5.0,42.0,,,0.967976,0.96928,,experiments/preds/cdbffba5,,logit_stack,,,,,,,,,,,,,,,,"B1 (Phase 2). HYPOTHESIS: every combiner this repo has ever shipped is an EQUAL-WEIGHT mean -- make_blend.py, subset_ceiling.py and nested_subset.py all search over WHICH legs, never HOW MUCH. An average can only ADD, so a leg that is weak but wrong in a useful direction can only dilute it. Both notebooks at the top of the public LB instead fit a logistic regression on the OOF matrix in LOGIT space and both report negative coefficients. MECHANISM PREDICTED, and confirmed on our own legs: (a) logits beat probabilities by ~10x (+0.000243 vs +0.000027) because this target saturates -- the top screen-time decile is ~100% positive, so near p=1 probabilities have no resolution left and log-odds still do; (b) a fitted combiner can SUBTRACT -- 4 of 16 weights are negative and K4node takes the third largest weight in the stack at -0.792, reversing this repo's conclusion that NODE is useless. That conclusion was a property of the COMBINER, not of the legs: the 65,519-subset equal-weight scan put NODE in exactly zero of its top 25 because an average has no way to use it. Third instance of the pattern named in README: concluding 'X does not help' from 'X did not help in the one place I put it'. KNOWN OPTIMISM, stated before the result: the meta-model is refit inside each outer fold, but the base legs' OOF come from models fitted on this same partition, so a meta-model training on folds 1-4 consumes predictions from base models that saw fold 0. That inflates the stack's OOF by a small constant which the equal-weight champion does NOT carry, so the +0.000243 could be partly artifact. This is why the run is submitted. PRE-REGISTERED PREDICTION (written before the LB is seen): OOF 0.967976 + our measured CV->LB offset of 0.00119 = predicted LB 0.96917 vs the champion's 0.96892. The public bootstrap says the LB resolves differences >= 0.00014 and this one is +0.00024, so it IS resolvable. FALSIFICATION RULE: if LB lands below ~0.96900 the optimism is real, stacking is demoted to a tiebreaker for the finals, and equal-weight stays the shipping combiner. Do NOT rescue it by tuning C -- the C plateau is flat to 1e-6 across 0.1 and 1.0, so any rescue would be fitting the leaderboard."
f047412f,2026-08-08T02:16:55+00:00,a94b2e9492efeaa049a0d74a74af12cd74996684,False,local,,B2: generator budget constraint (fe_composition) on the C4 target-encoded XGBoost,711.3,28.0,5.0,42.0,0.968184,0.000438,0.96818,,,experiments/preds/f047412f,,B2_composition_xgb,"other_hours,share_social,share_gaming,share_work,share_other,weekend_ratio,screen_total",1745 1427 1850 1554 1545,0.96751 0.968278 0.968401 0.968802 0.967928,42.0,age daily_screen_time_hours social_media_hours gaming_hours work_study_hours sleep_hours notifications_per_day app_opens_per_day weekend_screen_time,0.96818,,,,,,,,,,"HYPOTHESIS: daily_screen_time_hours >= social + gaming + work holds in 100.00000% of all 859,029 train+test rows -- minimum gap exactly 0.000, 546 rows sitting on the boundary. That is a generator INVARIANT, not a correlation, and the remainder (unaccounted screen time) is a real latent variable at solo AUC 0.765. fe_composition has existed in the generator since Phase 1 but was only ever run in the PRE-target-encoding B1 era, where the ratio family failed; the engineered column is empty on all five champion legs. This is the 'X did not help in the one place I put it' pattern that README already names twice. MECHANISM: a GBDT cannot build a 4-term linear combination out of axis-aligned splits AT ANY DATA VOLUME, which is why the public ablation of this exact feature holds up as folds increase (+0.00092 at 3-fold, +0.00096 at 10-fold) while the same author's log-ratio features collapse (+0.00036 at 3-fold, +0.00001 at 10-fold -- with 90% of the data the trees learn those relationships from splits by themselves). PRE-REGISTERED GATE: +0.0002 solo OOF over C4 = 0.967176, i.e. >= 0.967376. We run 5 folds, between the public 3 and 10, so expect the effect somewhere between the two measurements if the mechanism story is right. FALSIFICATION: if it misses at 5 folds having been ablated publicly at +0.00096, suspect the fold-count interaction rather than the feature -- re-check at 3 folds as a diagnostic before discarding, and record which of the two it was. C4 Optuna params carried in this row because .kaggle_output/xgb_best_params.json is gitignored: max_depth 6, min_child_weight 3.1469480060628103, subsample 0.842305745621851, colsample_bytree 0.7382364725569949, reg_lambda 5.290857282455517, reg_alpha 0.02536773843780195, gamma 0.06503732975810354."
7d1de67e,2026-08-08T02:26:05+00:00,a94b2e9492efeaa049a0d74a74af12cd74996684,True,local,,B2b: fe_composition on the B6 target-encoded LightGBM (replication arm 2 of 3),484.7,28.0,5.0,42.0,0.967549,0.000447,0.967547,,,experiments/preds/7d1de67e,0.967547,B2b_composition_lgb,"other_hours,share_social,share_gaming,share_work,share_other,weekend_ratio,screen_total",1559 1927 1363 1820 1948,0.966856 0.967666 0.967771 0.968169 0.967285,42.0,age daily_screen_time_hours social_media_hours gaming_hours work_study_hours sleep_hours notifications_per_day app_opens_per_day weekend_screen_time,,,,,,,,,,,"B2 replication. The composition family cleared on XGBoost by +0.001004 (0.967176 -> 0.968180), 5x the gate and within 0.00005 of the public 10-fold ablation of the same feature (+0.00096). Three engines moving the same direction is what distinguishes a real feature from one engine getting lucky, so this is the confirmation arm. MECHANISM: daily_screen_time_hours >= social + gaming + work is a generator INVARIANT holding in 100.00000% of 859,029 train+test rows; a GBDT cannot build a 4-term linear combination from axis-aligned splits at any data volume, which is why the effect is fold-count independent (public: +0.00092 at 3-fold, +0.00096 at 10-fold; ours: +0.001004 at 5-fold) unlike log-ratio features, which collapse from +0.00036 to +0.00001 as folds increase. PRE-REGISTERED GATE: +0.0002 solo OOF over this learner's own composition-free twin. Baseline B6 f64e2781 = 0.966384, so the gate is >= 0.966584."
dada9e2d,2026-08-08T03:02:06+00:00,a94b2e9492efeaa049a0d74a74af12cd74996684,True,gcarno/s6e8-lookupt,,"L1: Lookup-Transformer -- embedding per exact value + PLR, attention over feature tokens",3764.4,19.0,5.0,42.0,0.968642,0.000385,0.968626,,,experiments/preds/dada9e2d,,L1_lookupt,other_hours share_social share_gaming share_work share_other weekend_ratio screen_total,11 12 11 11 11,0.968081 0.968751 0.968892 0.969149 0.968336,42.0,,,,,,,,,0.968626,,,"HYPOTHESIS: every neural leg we own (mlp, mlp_embed, realmlp, ftt, node) reads the SAME representation and so bought strength without diversity -- they sit 1.9-2.4% from each other but 2.7-3.2% from the trees. The generator memorised value->label associations: notifications_per_day has univariate AUC 0.492 yet its per-value residuals correlate 0.72 across two independent halves of the data. B6 target encoding exploits that but collapses each lattice cell to ONE closed-form scalar; this learns a d=128 embedding per exact observed value end to end, and attention forms pairwise interactions explicitly rather than by summation. te_cols is EMPTY by assertion -- encoding the same structure twice would recorrelate this leg with the tree pack, which is the entire reason for building it. Derived budget tokens come from the existing fe_composition path, which independently cleared by +0.001004 on XGBoost this session. MECHANISM PREDICTED: decorrelation, NOT strength. PRE-REGISTERED GATE, written before the result was read: solo OOF >= 0.9655 AND max |Pearson corr| against all 16 existing legs <= 0.990, versus 0.986-0.999 internal to our current pack. Strong-but-correlated at 0.995+ REFUTES the mechanism regardless of the solo number, and the leg is then worth little -- record that as the result rather than rationalising it. Public reference: the same architecture at 10 folds scores 0.96853 solo, BELOW our C4x at 0.967176, yet is the single load-bearing member of the 74-model public stack (drop-one cost -0.000106, 6.6x the next member, with 73 of 74 members costing under 0.00002). Built at OUR frozen 5-fold, not the public 10 -- the architecture transfers, the published OOF would leak."
6da97a58,2026-08-08T03:24:14+00:00,a94b2e9492efeaa049a0d74a74af12cd74996684,,stack,,"logit stack over 19 legs, C=0.1",,,5.0,42.0,,,0.969228,0.97051,,experiments/preds/6da97a58,,logit_stack,,,,,,,,,,,,,,,,"Phase 2 Stage D interim: re-stack over 19 legs after the Lookup-Transformer (L1, dada9e2d) and the two composition legs (B2 XGB f047412f, B2b LGB 7d1de67e) joined the pool. OOF 0.969228 vs 0.967976 for the 16-leg stack submitted earlier today and 0.967733 for the equal-weight champion, i.e. +0.001495 over the champion. The two new mechanisms are independent and both were pre-registered before their runs. (1) The generator budget constraint daily >= social+gaming+work, a 100.00000%-exact invariant over 859,029 rows, cleared on XGBoost +0.001004 and LightGBM +0.001163 -- fold-count independent as the mechanism predicts, because a 4-term linear combination is not something axis-aligned splits can build at any data volume. (2) The Lookup-Transformer passed BOTH halves of its gate: solo OOF 0.968626, our strongest leg ever, AND max logit-space |corr| 0.9796 against the other 18 legs, versus their own median max-corr of 0.9941. It now takes the largest weight in the stack at 2.337. That combination is the counter-example to this repo's section 6 wall (Spearman(strength, decorrelation) = -0.645): the wall was a property of legs that all read the SAME representation -- mlp, mlp_embed, realmlp, ftt, node -- not a law. Reading the same lattice structure through a different mechanism buys both at once. 8 of 19 weights are now negative. PRE-REGISTERED PREDICTION, written before the LB is seen: OOF 0.969228 + the stack's measured offset of 0.00130 (from cdbffba5: OOF 0.967976 -> LB 0.96928) = predicted LB 0.97053. Public LB top was 0.97086 on 2026-08-07. If the realised LB lands more than ~0.0003 below that, the offset is not stable across stack sizes and Stage D should prefer the smaller stack. Still pending: the CatBoost composition arm (replication 3 of 3) and TabM."
e73f6257,2026-08-08T05:31:11+00:00,b1c344db0ea051187a4f417b1ec35e89af7b601b,False,local,,B2c: fe_composition on the D1 target-encoded CatBoost (replication arm 3 of 3),9107.2,28.0,5.0,42.0,0.968033,0.000457,0.96803,,,experiments/preds/e73f6257,,B2c_composition_cat,"other_hours,share_social,share_gaming,share_work,share_other,weekend_ratio,screen_total",3691 3188 3837 4021 4520,0.967341 0.968162 0.968209 0.968696 0.967757,42.0,age daily_screen_time_hours social_media_hours gaming_hours work_study_hours sleep_hours notifications_per_day app_opens_per_day weekend_screen_time,,0.96803,,,,,,,,,"B2 replication, arm 3 of 3. The composition family cleared on XGBoost by +0.001004 (0.967176 -> 0.968180) and on LightGBM by +0.001163 (0.966384 -> 0.967547), both 5-6x the gate. Three engines moving the same direction is what distinguishes a real feature from one engine getting lucky. MECHANISM: daily_screen_time_hours >= social + gaming + work is a generator INVARIANT holding in 100.00000% of 859,029 train+test rows, minimum gap exactly 0.000; a GBDT cannot build a 4-term linear combination from axis-aligned splits AT ANY DATA VOLUME, which is why the effect is fold-count independent (public +0.00092 at 3-fold and +0.00096 at 10-fold; ours +0.001004 at 5-fold) unlike log-ratio features, which collapse from +0.00036 to +0.00001 as folds increase because with 90% of the data the trees learn those relationships from splits by themselves. The family has existed in the generator since Phase 1 but was only ever run in the PRE-target-encoding B1 era where the ratio family failed, so `engineered` is empty on all five champion legs -- the fourth instance of the pattern README names: concluding 'X does not help' from 'X did not help in the one place I put it'. PRE-REGISTERED GATE: +0.0002 solo OOF over baseline D1 7c1e9334 = 0.966890, i.e. >= 0.967090. NOTE: a first attempt at this arm was killed by the harness at fold 0 (which had reported 0.967341); this is a clean rerun, not a resumed one."
